"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"서울특별시 중랑구 면목제2동(1126052000)","25,434","24,035","1,708","3,473","3,518","3,909","5,019","3,579","1,992","721","105","11","12,740","12,032","847","1,748","1,894","2,059","2,571","1,727","885","273","27","1","12,694","12,003","861","1,725","1,624","1,850","2,448","1,852","1,107","448","78","10"
"서울특별시 중랑구 면목제4동(1126054000)","19,583","18,432","1,314","2,589","2,850","3,119","3,347","2,843","1,791","488","82","9","9,766","9,155","702","1,315","1,478","1,657","1,680","1,328","790","180","24","1","9,817","9,277","612","1,274","1,372","1,462","1,667","1,515","1,001","308","58","8"
"서울특별시 중랑구 면목제5동(1126055000)","9,546","9,030","656","1,263","1,412","1,450","1,781","1,392","785","260","27","4","4,877","4,633","337","675","758","784","923","687","352","113","3","1","4,669","4,397","319","588","654","666","858","705","433","147","24","3"
"서울특별시 중랑구 면목본동(1126056500)","35,222","33,432","2,142","5,295","5,577","5,263","6,526","4,763","2,800","930","110","26","17,504","16,576","1,053","2,700","2,935","2,722","3,236","2,295","1,245","360","23","7","17,718","16,856","1,089","2,595","2,642","2,541","3,290","2,468","1,555","570","87","19"
"서울특별시 중랑구 면목제7동(1126057000)","22,422","21,140","1,323","3,075","3,496","3,236","3,991","3,415","1,860","650","82","12","11,216","10,532","692","1,591","1,782","1,720","1,915","1,682","883","247","18","2","11,206","10,608","631","1,484","1,714","1,516","2,076","1,733","977","403","64","10"
"서울특별시 중랑구 면목제3.8동(1126057500)","26,028","24,776","1,617","3,827","3,777","3,694","4,785","3,910","2,261","790","104","11","12,981","12,360","840","1,957","1,992","1,959","2,345","1,882","1,034","317","31","3","13,047","12,416","777","1,870","1,785","1,735","2,440","2,028","1,227","473","73","8"
"서울특별시 중랑구 상봉제1동(1126058000)","25,157","23,203","2,089","3,708","3,720","3,687","4,535","3,148","1,596","635","83","2","12,303","11,271","1,095","1,829","1,878","1,782","2,202","1,526","707","237","15","0","12,854","11,932","994","1,879","1,842","1,905","2,333","1,622","889","398","68","2"
"서울특별시 중랑구 상봉제2동(1126059000)","19,723","18,889","893","3,861","4,060","2,670","3,126","2,415","1,339","444","70","11","9,621","9,202","465","1,682","2,074","1,387","1,574","1,158","655","187","18","2","10,102","9,687","428","2,179","1,986","1,283","1,552","1,257","684","257","52","9"
"서울특별시 중랑구 중화제1동(1126060000)","20,639","19,279","1,426","3,026","3,317","2,900","3,511","2,979","1,485","559","71","5","10,145","9,434","716","1,506","1,714","1,512","1,658","1,428","665","221","13","1","10,494","9,845","710","1,520","1,603","1,388","1,853","1,551","820","338","58","4"
"서울특별시 중랑구 중화제2동(1126061000)","26,294","25,159","1,308","3,859","3,827","3,699","5,216","4,040","2,266","833","94","17","13,545","12,939","690","1,909","2,079","1,981","2,769","2,094","1,040","338","33","6","12,749","12,220","618","1,950","1,748","1,718","2,447","1,946","1,226","495","61","11"
"서울특별시 중랑구 묵제1동(1126062000)","35,784","33,139","3,214","4,939","5,205","6,015","5,638","4,496","2,537","956","118","21","17,390","16,030","1,624","2,389","2,594","2,975","2,715","2,113","1,194","396","24","6","18,394","17,109","1,590","2,550","2,611","3,040","2,923","2,383","1,343","560","94","15"
"서울특별시 중랑구 묵제2동(1126063000)","19,580","18,398","1,297","2,772","3,170","2,959","3,230","2,889","1,498","514","58","11","9,634","9,023","668","1,332","1,692","1,483","1,586","1,354","689","200","15","4","9,946","9,375","629","1,440","1,478","1,476","1,644","1,535","809","314","43","7"
"서울특별시 중랑구 망우본동(1126065500)","30,598","29,046","1,983","4,248","4,143","4,270","5,849","4,869","2,552","967","147","18","15,460","14,665","991","2,206","2,178","2,313","2,936","2,456","1,184","364","33","4","15,138","14,381","992","2,042","1,965","1,957","2,913","2,413","1,368","603","114","14"
"서울특별시 중랑구 망우제3동(1126066000)","17,449","16,575","1,266","2,386","2,253","2,533","3,418","2,648","1,449","528","79","15","8,788","8,327","601","1,214","1,219","1,279","1,767","1,342","682","206","14","3","8,661","8,248","665","1,172","1,034","1,254","1,651","1,306","767","322","65","12"
"서울특별시 중랑구 신내1동(1126068000)","40,529","36,885","3,875","5,100","5,438","6,134","6,760","5,353","2,820","1,175","215","15","19,787","17,920","2,005","2,581","2,677","3,100","3,194","2,590","1,301","433","37","2","20,742","18,965","1,870","2,519","2,761","3,034","3,566","2,763","1,519","742","178","13"
"서울특별시 중랑구 신내2동(1126069000)","21,631","20,156","1,837","2,692","3,052","3,328","3,675","3,134","1,608","728","96","6","10,319","9,575","945","1,375","1,496","1,619","1,720","1,466","685","246","22","1","11,312","10,581","892","1,317","1,556","1,709","1,955","1,668","923","482","74","5"
"서울특별시 성북구 (1129000000)","442,494","411,998","38,896","66,839","61,360","71,972","69,937","53,548","33,465","13,654","1,959","368","213,926","198,344","19,752","32,495","30,520","35,479","34,432","25,215","14,590","5,259","510","92","228,568","213,654","19,144","34,344","30,840","36,493","35,505","28,333","18,875","8,395","1,449","276"
"서울특별시 성북구 성북동(1129052500)","17,067","16,218","1,253","2,789","2,543","2,654","2,760","2,009","1,408","662","126","14","8,033","7,626","669","1,303","1,193","1,285","1,303","952","603","275","36","7","9,034","8,592","584","1,486","1,350","1,369","1,457","1,057","805","387","90","7"
"서울특별시 성북구 삼선동(1129055500)","24,390","23,115","2,042","4,420","3,498","3,891","3,782","2,694","1,864","786","104","34","11,625","10,953","1,056","1,989","1,716","1,913","1,892","1,270","781","300","28","8","12,765","12,162","986","2,431","1,782","1,978","1,890","1,424","1,083","486","76","26"
"서울특별시 성북구 동선동(1129057500)","15,523","14,913","1,059","4,342","2,496","2,086","1,881","1,439","1,098","427","68","17","6,562","6,259","460","1,441","1,156","992","916","640","464","165","20","5","8,961","8,654","599","2,901","1,340","1,094","965","799","634","262","48","12"
"서울특별시 성북구 돈암제1동(1129058000)","15,708","14,815","1,457","2,151","2,049","2,333","2,796","2,139","1,263","544","70","13","7,352","6,924","689","1,008","1,010","1,097","1,352","986","556","196","25","5","8,356","7,891","768","1,143","1,039","1,236","1,444","1,153","707","348","45","8"
"서울특별시 성북구 돈암제2동(1129059000)","24,830","22,657","2,928","2,989","3,140","4,673","4,039","2,628","1,457","683","109","11","11,860","10,738","1,465","1,486","1,463","2,204","1,945","1,252","626","265","29","3","12,970","11,919","1,463","1,503","1,677","2,469","2,094","1,376","831","418","80","8"
"서울특별시 성북구 안암동(1129060000)","15,480","14,980","1,001","4,912","2,135","1,768","2,137","1,476","1,040","443","55","13","7,842","7,587","527","2,607","1,187","905","1,037","699","437","172","12","4","7,638","7,393","474","2,305","948","863","1,100","777","603","271","43","9"
"서울특별시 성북구 보문동(1129061000)","16,236","15,222","1,046","2,866","2,738","2,509","2,605","1,846","1,069","457","71","15","7,842","7,324","517","1,394","1,400","1,255","1,243","873","458","166","13","5","8,394","7,898","529","1,472","1,338","1,254","1,362","973","611","291","58","10"
"서울특별시 성북구 정릉제1동(1129062000)","18,937","17,438","1,862","2,348","2,771","3,343","2,882","2,170","1,398","577","75","12","9,183","8,394","923","1,190","1,348","1,643","1,424","1,010","611","224","20","1","9,754","9,044","939","1,158","1,423","1,700","1,458","1,160","787","353","55","11"
"서울특별시 성북구 정릉제2동(1129063000)","23,535","21,945","1,979","3,207","3,125","3,708","3,785","3,287","1,953","773","110","18","11,450","10,630","1,037","1,623","1,609","1,835","1,808","1,526","845","315","30","2","12,085","11,315","942","1,584","1,516","1,873","1,977","1,761","1,108","458","80","16"
"서울특별시 성북구 정릉제3동(1129064000)","15,570","14,855","1,082","2,986","1,929","2,042","2,383","2,155","1,497","658","114","9","7,742","7,379","571","1,680","1,081","1,008","1,166","963","625","255","28","2","7,828","7,476","511","1,306","848","1,034","1,217","1,192","872","403","86","7"
"서울특별시 성북구 정릉제4동(1129065000)","26,145","24,317","2,266","3,300","3,485","4,358","4,216","3,543","2,186","821","120","22","12,646","11,695","1,193","1,672","1,686","2,158","2,037","1,622","961","326","37","3","13,499","12,622","1,073","1,628","1,799","2,200","2,179","1,921","1,225","495","83","19"
"서울특별시 성북구 길음제1동(1129066000)","36,775","32,522","4,873","3,496","5,045","8,050","4,834","3,215","2,069","796","117","27","17,505","15,314","2,366","1,679","2,274","3,889","2,442","1,451","901","281","24","7","19,270","17,208","2,507","1,817","2,771","4,161","2,392","1,764","1,168","515","93","20"
"서울특별시 성북구 길음제2동(1129068500)","17,089","15,586","1,442","2,164","2,609","2,994","2,721","2,048","1,104","427","58","19","8,249","7,455","764","1,031","1,267","1,399","1,361","984","471","157","16","5","8,840","8,131","678","1,133","1,342","1,595","1,360","1,064","633","270","42","14"
"서울특별시 성북구 종암동(1129070500)","40,064","37,191","3,831","5,818","5,345","6,653","6,372","4,596","2,898","1,410","226","42","19,713","18,244","2,047","3,075","2,633","3,297","3,186","2,178","1,232","518","64","14","20,351","18,947","1,784","2,743","2,712","3,356","3,186","2,418","1,666","892","162","28"
"서울특별시 성북구 월곡제1동(1129071500)","27,167","24,941","2,671","3,082","3,645","4,767","4,279","3,455","2,138","782","98","24","13,157","12,044","1,294","1,495","1,812","2,370","2,146","1,633","963","305","20","6","14,010","12,897","1,377","1,587","1,833","2,397","2,133","1,822","1,175","477","78","18"
"서울특별시 성북구 월곡제2동(1129072500)","20,120","18,914","1,559","3,561","2,811","2,961","3,057","2,579","1,602","680","93","11","9,726","9,096","774","1,566","1,463","1,501","1,545","1,251","708","266","21","1","10,394","9,818","785","1,995","1,348","1,460","1,512","1,328","894","414","72","10"
"서울특별시 성북구 장위제1동(1129076000)","20,367","19,346","1,663","3,008","2,442","2,993","3,925","2,914","1,645","663","80","13","9,964","9,468","860","1,567","1,312","1,460","1,881","1,404","716","240","24","4","10,403","9,878","803","1,441","1,130","1,533","2,044","1,510","929","423","56","9"
"서울특별시 성북구 장위제2동(1129077000)","13,815","13,213","951","1,836","1,601","2,038","2,546","2,147","1,444","543","81","26","6,851","6,557","482","932","849","1,102","1,294","1,017","643","218","18","2","6,964","6,656","469","904","752","936","1,252","1,130","801","325","63","24"
"서울특별시 성북구 장위제3동(1129078000)","17,913","16,116","1,539","2,304","2,898","2,843","2,849","2,094","1,134","391","51","13","8,916","8,014","792","1,159","1,422","1,450","1,453","1,018","542","164","12","2","8,997","8,102","747","1,145","1,476","1,393","1,396","1,076","592","227","39","11"
"서울특별시 성북구 석관동(1129081000)","35,763","33,694","2,392","5,260","5,055","5,308","6,088","5,114","3,198","1,131","133","15","17,708","16,643","1,266","2,598","2,639","2,716","3,001","2,486","1,447","451","33","6","18,055","17,051","1,126","2,662","2,416","2,592","3,087","2,628","1,751","680","100","9"
"서울특별시 강북구 (1130500000)","312,985","295,948","23,182","43,426","40,231","48,619","53,437","44,717","29,719","10,932","1,447","238","152,747","143,927","11,934","21,355","21,150","24,875","26,037","20,822","12,981","4,309","404","60","160,238","152,021","11,248","22,071","19,081","23,744","27,400","23,895","16,738","6,623","1,043","178"
"서울특별시 강북구 삼양동(1130553400)","25,143","23,714","2,070","3,214","3,142","3,913","4,471","3,681","2,247","819","127","30","12,530","11,793","1,073","1,669","1,655","1,992","2,270","1,727","1,042","318","37","10","12,613","11,921","997","1,545","1,487","1,921","2,201","1,954","1,205","501","90","20"
"서울특별시 강북구 미아동(1130553500)","22,276","21,383","1,430","3,744","2,954","3,187","3,877","3,245","2,056","785","96","9","10,704","10,226","742","1,631","1,574","1,636","1,850","1,543","912","311","26","1","11,572","11,157","688","2,113","1,380","1,551","2,027","1,702","1,144","474","70","8"
"서울특별시 강북구 송중동(1130554500)","30,702","29,086","2,158","4,317","4,295","4,805","5,223","4,417","2,776","949","119","27","14,777","13,943","1,056","2,083","2,206","2,456","2,438","2,035","1,237","388","33","11","15,925","15,143","1,102","2,234","2,089","2,349","2,785","2,382","1,539","561","86","16"
"서울특별시 강북구 송천동(1130555500)","28,002","26,777","1,754","3,783","3,439","4,088","5,199","4,482","2,826","1,053","132","21","13,960","13,322","871","1,947","1,852","2,174","2,615","2,172","1,236","408","42","5","14,042","13,455","883","1,836","1,587","1,914","2,584","2,310","1,590","645","90","16"
